Gene	Essential	Non-essential	Unclear
sdhA	FALSE	TRUE	FALSE
sdhB	FALSE	TRUE	FALSE
sucA	TRUE	FALSE	FALSE
sucB	TRUE	FALSE	FALSE
sucC	FALSE	TRUE	FALSE
sucD	FALSE	TRUE	FALSE
mngR	FALSE	TRUE	FALSE
mngA	FALSE	TRUE	FALSE
mngB	FALSE	TRUE	FALSE
cydA	TRUE	FALSE	FALSE
cydB	TRUE	FALSE	FALSE
cydX	FALSE	FALSE	TRUE
ybgE	FALSE	TRUE	FALSE
ybgC	FALSE	TRUE	FALSE
tolQ	FALSE	TRUE	FALSE
tolR	FALSE	TRUE	FALSE
tolA	FALSE	FALSE	TRUE
tolB	FALSE	TRUE	FALSE
pal	FALSE	TRUE	FALSE
ybgF	FALSE	TRUE	FALSE
nadA	FALSE	TRUE	FALSE
pnuC	FALSE	TRUE	FALSE
zitB	FALSE	TRUE	FALSE
ybgS	FALSE	TRUE	FALSE
aroG	FALSE	TRUE	FALSE
gpmA	FALSE	TRUE	FALSE
galM	FALSE	TRUE	FALSE
galK	FALSE	TRUE	FALSE
galT	FALSE	TRUE	FALSE
galE	FALSE	TRUE	FALSE
modF	FALSE	TRUE	FALSE
modE	FALSE	TRUE	FALSE
acrZ	FALSE	TRUE	FALSE
modA	FALSE	TRUE	FALSE
modB	FALSE	TRUE	FALSE
modC	FALSE	TRUE	FALSE
ybhA	FALSE	TRUE	FALSE
pgl	FALSE	TRUE	FALSE
ybhD	FALSE	TRUE	FALSE
ybhH	FALSE	TRUE	FALSE
ybhI	FALSE	TRUE	FALSE
ybhJ	FALSE	TRUE	FALSE
ybhC	FALSE	TRUE	FALSE
ybhB	FALSE	TRUE	FALSE
bioA	FALSE	TRUE	FALSE
bioB	FALSE	TRUE	FALSE
bioF	FALSE	TRUE	FALSE
bioC	FALSE	TRUE	FALSE
bioD	FALSE	TRUE	FALSE
uvrB	FALSE	TRUE	FALSE
ybhK	FALSE	TRUE	FALSE
moaA	FALSE	TRUE	FALSE
moaB	FALSE	TRUE	FALSE
moaC	FALSE	TRUE	FALSE
moaD	FALSE	TRUE	FALSE
moaE	FALSE	TRUE	FALSE
ybhL	FALSE	TRUE	FALSE
ybhM	FALSE	TRUE	FALSE
ybhN	FALSE	TRUE	FALSE
clsB	FALSE	TRUE	FALSE
ybhP	FALSE	TRUE	FALSE
ybhQ	FALSE	TRUE	FALSE
ybhR	FALSE	TRUE	FALSE
ybhS	FALSE	TRUE	FALSE
ybhF	FALSE	TRUE	FALSE
ybhG	FALSE	TRUE	FALSE
ybiH	FALSE	TRUE	FALSE
rhlE	FALSE	TRUE	FALSE
ybiA	FALSE	TRUE	FALSE
dinG	FALSE	TRUE	FALSE
ybiB	FALSE	TRUE	FALSE
ybiC	FALSE	TRUE	FALSE
ybiJ	FALSE	TRUE	FALSE
ybiI	FALSE	TRUE	FALSE
ybiX	FALSE	TRUE	FALSE
fiu	FALSE	TRUE	FALSE
mcbA	FALSE	TRUE	FALSE
rlmF	FALSE	TRUE	FALSE
ybiO	FALSE	TRUE	FALSE
glnQ	FALSE	TRUE	FALSE
glnP	FALSE	TRUE	FALSE
glnH	FALSE	TRUE	FALSE
dps	FALSE	TRUE	FALSE
rhtA	FALSE	TRUE	FALSE
ompX	FALSE	TRUE	FALSE
ybiP	FALSE	TRUE	FALSE
mntS	FALSE	TRUE	FALSE
mntR	FALSE	TRUE	FALSE
ybiR	FALSE	TRUE	FALSE
ldtB	FALSE	TRUE	FALSE
ybiT	FALSE	TRUE	FALSE
ybiU	FALSE	TRUE	FALSE
ybiV	FALSE	TRUE	FALSE
ybiW	FALSE	TRUE	FALSE
ybiY	FALSE	TRUE	FALSE
fsaA	FALSE	TRUE	FALSE
moeB	FALSE	TRUE	FALSE
moeA	FALSE	TRUE	FALSE
iaaA	FALSE	TRUE	FALSE
gsiA	FALSE	TRUE	FALSE
gsiB	FALSE	TRUE	FALSE
gsiC	FALSE	TRUE	FALSE
gsiD	FALSE	TRUE	FALSE
yliE	FALSE	TRUE	FALSE
yliF	FALSE	TRUE	FALSE
rimO	FALSE	TRUE	FALSE
bssR	FALSE	TRUE	FALSE
yliI	FALSE	TRUE	FALSE
gstB	FALSE	TRUE	FALSE
dacC	FALSE	TRUE	FALSE
deoR	FALSE	TRUE	FALSE
ybjG	FALSE	TRUE	FALSE
mdfA	FALSE	TRUE	FALSE
ybjH	FALSE	TRUE	FALSE
ybjI	FALSE	TRUE	FALSE
ybjJ	FALSE	TRUE	FALSE
rcdA	FALSE	TRUE	FALSE
ybjL	FALSE	TRUE	FALSE
ybjM	FALSE	TRUE	FALSE
grxA	FALSE	TRUE	FALSE
ybjC	FALSE	TRUE	FALSE
nfsA	FALSE	TRUE	FALSE
rimK	FALSE	TRUE	FALSE
ybjN	FALSE	TRUE	FALSE
potF	FALSE	TRUE	FALSE
potG	FALSE	TRUE	FALSE
potH	FALSE	TRUE	FALSE
potI	FALSE	TRUE	FALSE
ybjO	FALSE	TRUE	FALSE
rlmC	FALSE	TRUE	FALSE
artJ	FALSE	TRUE	FALSE
artM	FALSE	TRUE	FALSE
artQ	FALSE	TRUE	FALSE
artI	FALSE	TRUE	FALSE
artP	FALSE	TRUE	FALSE
ybjP	FALSE	TRUE	FALSE
ybjQ	FALSE	TRUE	FALSE
amiD	FALSE	TRUE	FALSE
ybjS	FALSE	TRUE	FALSE
ybjT	FALSE	TRUE	FALSE
ltaE	FALSE	TRUE	FALSE
poxB	FALSE	TRUE	FALSE
hcr	FALSE	TRUE	FALSE
hcp	FALSE	TRUE	FALSE
ybjE	FALSE	TRUE	FALSE
aqpZ	FALSE	TRUE	FALSE
ybjD	FALSE	TRUE	FALSE
ybjX	FALSE	TRUE	FALSE
macA	FALSE	TRUE	FALSE
macB	FALSE	TRUE	FALSE
cspD	FALSE	TRUE	FALSE
clpS	FALSE	TRUE	FALSE
clpA	FALSE	TRUE	FALSE
infA	TRUE	FALSE	FALSE
aat	FALSE	TRUE	FALSE
cydC	FALSE	FALSE	TRUE
cydD	TRUE	FALSE	FALSE
trxB	FALSE	TRUE	FALSE
lrp	FALSE	TRUE	FALSE
ftsK	FALSE	FALSE	TRUE
lolA	TRUE	FALSE	FALSE
rarA	FALSE	TRUE	FALSE
serS	TRUE	FALSE	FALSE
dmsA	FALSE	TRUE	FALSE
dmsB	FALSE	TRUE	FALSE
dmsC	FALSE	TRUE	FALSE
ycaC	FALSE	TRUE	FALSE
ycaD	FALSE	TRUE	FALSE
ycaM	FALSE	TRUE	FALSE
ycaN	FALSE	TRUE	FALSE
ycaK	FALSE	TRUE	FALSE
pflA	FALSE	TRUE	FALSE
pflB	FALSE	TRUE	FALSE
focA	FALSE	TRUE	FALSE
ycaO	FALSE	TRUE	FALSE
ycaP	FALSE	TRUE	FALSE
serC	FALSE	TRUE	FALSE
aroA	FALSE	TRUE	FALSE
ycaL	FALSE	TRUE	FALSE
cmk	TRUE	FALSE	FALSE
rpsA	TRUE	FALSE	FALSE
ihfB	FALSE	TRUE	FALSE
ycaI	FALSE	TRUE	FALSE
msbA	TRUE	FALSE	FALSE
lpxK	TRUE	FALSE	FALSE
ycaQ	FALSE	TRUE	FALSE
ycaR	FALSE	TRUE	FALSE
kdsB	TRUE	FALSE	FALSE
ycbJ	FALSE	TRUE	FALSE
ycbC	FALSE	TRUE	FALSE
smtA	FALSE	TRUE	FALSE
mukF	TRUE	FALSE	FALSE
mukE	TRUE	FALSE	FALSE
mukB	TRUE	FALSE	FALSE
ldtD	FALSE	TRUE	FALSE
ycbK	FALSE	TRUE	FALSE
ycbL	FALSE	TRUE	FALSE
aspC	FALSE	TRUE	FALSE
ompF	FALSE	TRUE	FALSE
asnS	TRUE	FALSE	FALSE
pncB	FALSE	TRUE	FALSE
pepN	FALSE	TRUE	FALSE
ssuB	FALSE	TRUE	FALSE
ssuC	FALSE	TRUE	FALSE
ssuD	FALSE	TRUE	FALSE
ssuA	FALSE	TRUE	FALSE
ssuE	FALSE	TRUE	FALSE
elfA	FALSE	TRUE	FALSE
elfD	FALSE	TRUE	FALSE
elfC	FALSE	TRUE	FALSE
elfG	FALSE	TRUE	FALSE
ycbU	FALSE	TRUE	FALSE
ycbV	FALSE	TRUE	FALSE
ycbF	FALSE	TRUE	FALSE
pyrD	FALSE	TRUE	FALSE
zapC	FALSE	TRUE	FALSE
ycbX	FALSE	TRUE	FALSE
rlmL	FALSE	TRUE	FALSE
uup	FALSE	TRUE	FALSE
pqiA	FALSE	TRUE	FALSE
pqiB	FALSE	TRUE	FALSE
pqiC	FALSE	TRUE	FALSE
rmf	FALSE	TRUE	FALSE
fabA	TRUE	FALSE	FALSE
ycbZ	FALSE	TRUE	FALSE
matP	FALSE	FALSE	TRUE
ompA	FALSE	TRUE	FALSE
sulA	FALSE	TRUE	FALSE
sxy	FALSE	TRUE	FALSE
yccS	FALSE	TRUE	FALSE
yccF	FALSE	TRUE	FALSE
helD	FALSE	TRUE	FALSE
mgsA	FALSE	TRUE	FALSE
yccT	FALSE	TRUE	FALSE
yccU	FALSE	TRUE	FALSE
hspQ	FALSE	TRUE	FALSE
rlmI	FALSE	TRUE	FALSE
yccX	FALSE	TRUE	FALSE
tusE	TRUE	FALSE	FALSE
yccA	FALSE	TRUE	FALSE
hyaA	FALSE	TRUE	FALSE
hyaB	FALSE	TRUE	FALSE
hyaC	FALSE	TRUE	FALSE
hyaD	FALSE	TRUE	FALSE
hyaE	FALSE	TRUE	FALSE
hyaF	FALSE	TRUE	FALSE
cbdA	FALSE	TRUE	FALSE
cbdB	FALSE	TRUE	FALSE
cbdX	FALSE	TRUE	FALSE
appA	FALSE	TRUE	FALSE
etk	FALSE	TRUE	FALSE
etp	FALSE	TRUE	FALSE
gfcE	FALSE	TRUE	FALSE
gfcD	FALSE	TRUE	FALSE
gfcC	FALSE	TRUE	FALSE
gfcB	FALSE	TRUE	FALSE
gfcA	FALSE	TRUE	FALSE
insA	FALSE	TRUE	FALSE
insB1	FALSE	TRUE	FALSE
cspH	FALSE	TRUE	FALSE
cspG	FALSE	TRUE	FALSE
ymcE	FALSE	TRUE	FALSE
gnsA	FALSE	FALSE	TRUE
yccM	FALSE	TRUE	FALSE
torS	FALSE	TRUE	FALSE
torT	FALSE	TRUE	FALSE
torR	FALSE	TRUE	FALSE
torC	FALSE	TRUE	FALSE
torA	FALSE	TRUE	FALSE
torD	FALSE	TRUE	FALSE
cbpM	FALSE	TRUE	FALSE
cbpA	FALSE	TRUE	FALSE
yccE	FALSE	FALSE	TRUE
agp	FALSE	TRUE	FALSE
yccJ	FALSE	TRUE	FALSE
wrbA	FALSE	TRUE	FALSE
ymdF	FALSE	TRUE	FALSE
rutG	FALSE	TRUE	FALSE
rutF	FALSE	TRUE	FALSE
rutE	FALSE	TRUE	FALSE
rutD	FALSE	TRUE	FALSE
rutC	FALSE	TRUE	FALSE
rutB	FALSE	TRUE	FALSE
rutA	FALSE	TRUE	FALSE
rutR	FALSE	TRUE	FALSE
putA	FALSE	TRUE	FALSE
putP	FALSE	TRUE	FALSE
efeU	FALSE	TRUE	FALSE
efeO	FALSE	TRUE	FALSE
efeB	FALSE	TRUE	FALSE
phoH	FALSE	TRUE	FALSE
pgaD	FALSE	TRUE	FALSE
pgaC	FALSE	TRUE	FALSE
pgaB	FALSE	TRUE	FALSE
pgaA	FALSE	TRUE	FALSE
ycdT	FALSE	TRUE	FALSE
insF1	FALSE	TRUE	FALSE
insE1	FALSE	TRUE	FALSE
ymdE	FALSE	TRUE	FALSE
ycdU	FALSE	TRUE	FALSE
ghrA	FALSE	TRUE	FALSE
ycdX	FALSE	TRUE	FALSE
ycdY	FALSE	TRUE	FALSE
ycdZ	FALSE	TRUE	FALSE
csgG	FALSE	TRUE	FALSE
csgF	FALSE	TRUE	FALSE
csgE	FALSE	TRUE	FALSE
csgD	FALSE	TRUE	FALSE
csgB	FALSE	TRUE	FALSE
csgA	FALSE	TRUE	FALSE
csgC	FALSE	TRUE	FALSE
ymdA	FALSE	TRUE	FALSE
ymdB	FALSE	TRUE	FALSE
clsC	FALSE	TRUE	FALSE
opgC	FALSE	TRUE	FALSE
opgG	FALSE	TRUE	FALSE
opgH	FALSE	TRUE	FALSE
yceK	FALSE	TRUE	FALSE
msyB	FALSE	TRUE	FALSE
mdtG	FALSE	TRUE	FALSE
lpxL	TRUE	FALSE	FALSE
yceA	FALSE	TRUE	FALSE
yceI	FALSE	TRUE	FALSE
yceJ	FALSE	TRUE	FALSE
yceO	FALSE	TRUE	FALSE
solA	FALSE	TRUE	FALSE
bssS	FALSE	TRUE	FALSE
dinI	FALSE	TRUE	FALSE
pyrC	FALSE	TRUE	FALSE
yceB	FALSE	TRUE	FALSE
grxB	FALSE	TRUE	FALSE
mdtH	FALSE	TRUE	FALSE
rimJ	FALSE	TRUE	FALSE
yceH	FALSE	TRUE	FALSE
yceM	FALSE	TRUE	FALSE
murJ	TRUE	FALSE	FALSE
flgN	FALSE	TRUE	FALSE
flgM	FALSE	TRUE	FALSE
flgA	FALSE	TRUE	FALSE
flgB	FALSE	TRUE	FALSE
flgC	FALSE	TRUE	FALSE
flgD	FALSE	TRUE	FALSE
flgE	FALSE	TRUE	FALSE
flgF	FALSE	TRUE	FALSE
flgG	FALSE	TRUE	FALSE
flgH	FALSE	TRUE	FALSE
flgI	FALSE	TRUE	FALSE
flgJ	FALSE	TRUE	FALSE
flgK	FALSE	TRUE	FALSE
flgL	FALSE	TRUE	FALSE
rne	FALSE	FALSE	TRUE
yceQ	FALSE	TRUE	FALSE
rluC	FALSE	TRUE	FALSE
yceF	FALSE	TRUE	FALSE
yceD	FALSE	TRUE	FALSE
rpmF	FALSE	FALSE	TRUE
plsX	FALSE	TRUE	FALSE
fabH	TRUE	FALSE	FALSE
fabD	TRUE	FALSE	FALSE
fabG	TRUE	FALSE	FALSE
acpP	TRUE	FALSE	FALSE
fabF	FALSE	TRUE	FALSE
pabC	FALSE	TRUE	FALSE
yceG	FALSE	TRUE	FALSE
tmk	TRUE	FALSE	FALSE
holB	TRUE	FALSE	FALSE
ycfH	FALSE	TRUE	FALSE
ptsG	FALSE	TRUE	FALSE
fhuE	FALSE	TRUE	FALSE
hinT	FALSE	TRUE	FALSE
ycfL	FALSE	TRUE	FALSE
lpoB	FALSE	TRUE	FALSE
thiK	FALSE	TRUE	FALSE
nagZ	FALSE	TRUE	FALSE
ycfP	FALSE	TRUE	FALSE
ndh	FALSE	FALSE	TRUE
ycfJ	FALSE	TRUE	FALSE
ycfQ	FALSE	TRUE	FALSE
bhsA	FALSE	FALSE	TRUE
ldtC	FALSE	TRUE	FALSE
mfd	FALSE	TRUE	FALSE
ycfT	FALSE	TRUE	FALSE
lolC	TRUE	FALSE	FALSE
lolD	TRUE	FALSE	FALSE
lolE	TRUE	FALSE	FALSE
nagK	FALSE	TRUE	FALSE
cobB	FALSE	TRUE	FALSE
ycfZ	FALSE	TRUE	FALSE
ymfA	FALSE	TRUE	FALSE
potD	FALSE	TRUE	FALSE
potC	FALSE	TRUE	FALSE
potB	FALSE	TRUE	FALSE
potA	FALSE	TRUE	FALSE
pepT	FALSE	TRUE	FALSE
roxA	FALSE	TRUE	FALSE
phoQ	FALSE	TRUE	FALSE
phoP	FALSE	TRUE	FALSE
purB	TRUE	FALSE	FALSE
hflD	FALSE	TRUE	FALSE
mnmA	TRUE	FALSE	FALSE
nudJ	FALSE	TRUE	FALSE
rluE	FALSE	TRUE	FALSE
icd	TRUE	FALSE	FALSE
ymfD	FALSE	FALSE	TRUE
ymfE	TRUE	FALSE	FALSE
lit	FALSE	TRUE	FALSE
intE	FALSE	TRUE	FALSE
xisE	FALSE	TRUE	FALSE
ymfI	FALSE	TRUE	FALSE
ymfJ	FALSE	TRUE	FALSE
cohE	TRUE	FALSE	FALSE
croE	FALSE	TRUE	FALSE
ymfL	FALSE	TRUE	FALSE
ymfM	FALSE	TRUE	FALSE
oweE	FALSE	TRUE	FALSE
aaaE	FALSE	TRUE	FALSE
ymfR	FALSE	TRUE	FALSE
beeE	FALSE	TRUE	FALSE
jayE	FALSE	TRUE	FALSE
ymfQ	FALSE	TRUE	FALSE
stfP	FALSE	TRUE	FALSE
tfaP	FALSE	TRUE	FALSE
tfaE	FALSE	TRUE	FALSE
stfE	FALSE	TRUE	FALSE
pinE	FALSE	TRUE	FALSE
mcrA	FALSE	TRUE	FALSE
icdC	FALSE	TRUE	FALSE
iraM	FALSE	FALSE	TRUE
ycgX	FALSE	TRUE	FALSE
bluR	FALSE	TRUE	FALSE
bluF	FALSE	TRUE	FALSE
ycgZ	FALSE	TRUE	FALSE
ymgA	FALSE	FALSE	TRUE
ariR	TRUE	FALSE	FALSE
ymgC	FALSE	TRUE	FALSE
ycgG	FALSE	TRUE	FALSE
ymgF	FALSE	TRUE	FALSE
ycgH	FALSE	TRUE	FALSE
ymgD	FALSE	TRUE	FALSE
ymgG	FALSE	TRUE	FALSE
ymgI	FALSE	TRUE	FALSE
ymgJ	FALSE	TRUE	FALSE
ycgI	FALSE	TRUE	FALSE
minE	FALSE	TRUE	FALSE
minD	FALSE	TRUE	FALSE
minC	FALSE	TRUE	FALSE
ycgJ	FALSE	TRUE	FALSE
pliG	FALSE	TRUE	FALSE
ycgL	FALSE	TRUE	FALSE
ycgM	FALSE	TRUE	FALSE
ycgN	FALSE	TRUE	FALSE
hlyE	FALSE	TRUE	FALSE
umuD	FALSE	TRUE	FALSE
umuC	FALSE	TRUE	FALSE
dsbB	FALSE	TRUE	FALSE
nhaB	FALSE	TRUE	FALSE
fadR	FALSE	TRUE	FALSE
ycgB	FALSE	TRUE	FALSE
dadA	FALSE	TRUE	FALSE
dadX	FALSE	TRUE	FALSE
cvrA	FALSE	TRUE	FALSE
ldcA	FALSE	TRUE	FALSE
emtA	FALSE	TRUE	FALSE
ycgR	FALSE	TRUE	FALSE
ymgE	FALSE	TRUE	FALSE
ycgY	FALSE	TRUE	FALSE
treA	FALSE	TRUE	FALSE
dhaM	FALSE	TRUE	FALSE
dhaL	FALSE	TRUE	FALSE
dhaK	FALSE	TRUE	FALSE
dhaR	FALSE	TRUE	FALSE
ycgV	FALSE	TRUE	FALSE
ychF	FALSE	FALSE	TRUE
pth	TRUE	FALSE	FALSE
ychH	FALSE	TRUE	FALSE
dauA	FALSE	TRUE	FALSE
prs	TRUE	FALSE	FALSE
ispE	TRUE	FALSE	FALSE
lolB	TRUE	FALSE	FALSE
hemA	TRUE	FALSE	FALSE
prfA	TRUE	FALSE	FALSE
prmC	TRUE	FALSE	FALSE
ychQ	FALSE	TRUE	FALSE
ychA	FALSE	TRUE	FALSE
kdsA	TRUE	FALSE	FALSE
ldrA	FALSE	TRUE	FALSE
ldrB	FALSE	TRUE	FALSE
ldrC	FALSE	TRUE	FALSE
chaA	FALSE	TRUE	FALSE
chaB	FALSE	TRUE	FALSE
chaC	FALSE	TRUE	FALSE
ychN	FALSE	TRUE	FALSE
ychO	FALSE	TRUE	FALSE
narL	FALSE	TRUE	FALSE
narX	FALSE	TRUE	FALSE
narK	FALSE	TRUE	FALSE
narG	FALSE	TRUE	FALSE
narH	FALSE	FALSE	TRUE
narJ	FALSE	TRUE	FALSE
narI	FALSE	TRUE	FALSE
tpr	FALSE	TRUE	FALSE
purU	FALSE	TRUE	FALSE
ychJ	FALSE	TRUE	FALSE
rssA	FALSE	TRUE	FALSE
rssB	FALSE	TRUE	FALSE
galU	FALSE	TRUE	FALSE
hns	FALSE	FALSE	TRUE
tdk	FALSE	TRUE	FALSE
insZ	FALSE	TRUE	FALSE
adhE	FALSE	TRUE	FALSE
ychE	FALSE	TRUE	FALSE
oppA	FALSE	TRUE	FALSE
oppB	FALSE	TRUE	FALSE
oppC	FALSE	TRUE	FALSE
oppD	FALSE	FALSE	TRUE
oppF	FALSE	FALSE	TRUE
yciU	FALSE	FALSE	TRUE
clsA	FALSE	TRUE	FALSE
yciY	FALSE	TRUE	FALSE
kch	FALSE	TRUE	FALSE
yciI	FALSE	TRUE	FALSE
tonB	TRUE	FALSE	FALSE
yciA	FALSE	TRUE	FALSE
yciB	FALSE	TRUE	FALSE
yciC	FALSE	TRUE	FALSE
ompW	FALSE	TRUE	FALSE
yciE	FALSE	TRUE	FALSE
yciF	FALSE	TRUE	FALSE
yciG	FALSE	TRUE	FALSE
trpA	FALSE	TRUE	FALSE
trpB	FALSE	TRUE	FALSE
trpC	FALSE	TRUE	FALSE
trpD	FALSE	TRUE	FALSE
trpE	FALSE	TRUE	FALSE
trpL	FALSE	FALSE	TRUE
yciV	FALSE	TRUE	FALSE
yciO	FALSE	TRUE	FALSE
yciQ	FALSE	TRUE	FALSE
rluB	FALSE	TRUE	FALSE
btuR	FALSE	TRUE	FALSE
yciK	FALSE	TRUE	FALSE
sohB	FALSE	TRUE	FALSE
yciN	FALSE	TRUE	FALSE
topA	TRUE	FALSE	FALSE
cysB	FALSE	TRUE	FALSE
ymiA	FALSE	TRUE	FALSE
yciX	FALSE	TRUE	FALSE
acnA	FALSE	TRUE	FALSE
ribA	TRUE	FALSE	FALSE
pgpB	FALSE	FALSE	TRUE
yciS	TRUE	FALSE	FALSE
yciM	TRUE	FALSE	FALSE
pyrF	FALSE	TRUE	FALSE
yciH	FALSE	TRUE	FALSE
osmB	FALSE	TRUE	FALSE
yciT	FALSE	TRUE	FALSE
yciZ	FALSE	TRUE	FALSE
gmr	FALSE	TRUE	FALSE
ymiB	FALSE	FALSE	TRUE
rnb	FALSE	FALSE	TRUE
yciW	FALSE	TRUE	FALSE
fabI	TRUE	FALSE	FALSE
ycjD	FALSE	TRUE	FALSE
sapF	FALSE	FALSE	TRUE
sapD	FALSE	FALSE	TRUE
sapC	FALSE	TRUE	FALSE
sapB	FALSE	TRUE	FALSE
sapA	FALSE	TRUE	FALSE
ymjA	FALSE	TRUE	FALSE
puuP	FALSE	TRUE	FALSE
puuA	FALSE	TRUE	FALSE
puuD	FALSE	TRUE	FALSE
puuR	FALSE	TRUE	FALSE
puuC	FALSE	TRUE	FALSE
puuB	FALSE	TRUE	FALSE
puuE	FALSE	TRUE	FALSE
pspF	FALSE	TRUE	FALSE
pspA	FALSE	FALSE	TRUE
pspB	FALSE	FALSE	TRUE
pspC	FALSE	TRUE	FALSE
pspD	FALSE	FALSE	TRUE
pspE	FALSE	TRUE	FALSE
ycjM	FALSE	TRUE	FALSE
ycjN	FALSE	TRUE	FALSE
ycjO	FALSE	TRUE	FALSE
ycjP	FALSE	TRUE	FALSE
ycjQ	FALSE	TRUE	FALSE
ycjR	FALSE	TRUE	FALSE
ycjS	FALSE	TRUE	FALSE
ycjT	FALSE	TRUE	FALSE
ycjU	FALSE	TRUE	FALSE
ycjV	FALSE	TRUE	FALSE
ompG	FALSE	TRUE	FALSE
ycjW	FALSE	TRUE	FALSE
ycjX	FALSE	TRUE	FALSE
ycjF	FALSE	TRUE	FALSE
tyrR	FALSE	TRUE	FALSE
tpx	FALSE	TRUE	FALSE
ycjG	FALSE	TRUE	FALSE
mpaA	FALSE	TRUE	FALSE
ymjC	FALSE	TRUE	FALSE
ymjD	FALSE	TRUE	FALSE
ycjY	FALSE	TRUE	FALSE
pgrR	FALSE	TRUE	FALSE
mppA	FALSE	TRUE	FALSE
ynaI	FALSE	TRUE	FALSE
insH1	FALSE	TRUE	FALSE
ynaJ	FALSE	TRUE	FALSE
uspE	FALSE	TRUE	FALSE
fnr	FALSE	FALSE	TRUE
ogt	FALSE	FALSE	TRUE
abgT	FALSE	FALSE	TRUE
abgB	FALSE	TRUE	FALSE
abgA	FALSE	TRUE	FALSE
abgR	FALSE	TRUE	FALSE
smrA	FALSE	TRUE	FALSE
ydaM	FALSE	TRUE	FALSE
ydaN	FALSE	TRUE	FALSE
dbpA	FALSE	TRUE	FALSE
ttcA	FALSE	TRUE	FALSE
intR	FALSE	TRUE	FALSE
ydaQ	FALSE	TRUE	FALSE
rcbA	FALSE	FALSE	TRUE
ralR	FALSE	TRUE	FALSE
recT	FALSE	TRUE	FALSE
recE	FALSE	TRUE	FALSE
racC	FALSE	TRUE	FALSE
ydaE	TRUE	FALSE	FALSE
kilR	FALSE	FALSE	TRUE
sieB	FALSE	TRUE	FALSE
ydaF	FALSE	TRUE	FALSE
ydaG	FALSE	TRUE	FALSE
racR	TRUE	FALSE	FALSE
ydaS	TRUE	FALSE	FALSE
ydaT	FALSE	FALSE	TRUE
ydaU	FALSE	TRUE	FALSE
ydaV	FALSE	TRUE	FALSE
ydaW	FALSE	FALSE	TRUE
rzpR	FALSE	TRUE	FALSE
rzoR	FALSE	TRUE	FALSE
trkG	FALSE	TRUE	FALSE
ynaK	FALSE	TRUE	FALSE
ydaY	FALSE	TRUE	FALSE
tmpR	FALSE	TRUE	FALSE
lomR	FALSE	TRUE	FALSE
insH1	FALSE	TRUE	FALSE
stfR	FALSE	TRUE	FALSE
tfaR	FALSE	TRUE	FALSE
pinR	FALSE	TRUE	FALSE
ynaE	FALSE	TRUE	FALSE
ttcC	TRUE	FALSE	FALSE
uspF	FALSE	TRUE	FALSE
ompN	FALSE	TRUE	FALSE
pfo	FALSE	TRUE	FALSE
ydbJ	FALSE	TRUE	FALSE
hslJ	FALSE	TRUE	FALSE
ldhA	FALSE	TRUE	FALSE
ydbH	FALSE	TRUE	FALSE
ynbE	FALSE	TRUE	FALSE
ydbL	FALSE	TRUE	FALSE
feaR	FALSE	TRUE	FALSE
feaB	FALSE	TRUE	FALSE
tynA	FALSE	TRUE	FALSE
paaZ	FALSE	TRUE	FALSE
paaA	FALSE	TRUE	FALSE
paaB	FALSE	TRUE	FALSE
paaC	FALSE	TRUE	FALSE
paaD	FALSE	TRUE	FALSE
paaE	FALSE	TRUE	FALSE
paaF	FALSE	TRUE	FALSE
paaG	FALSE	TRUE	FALSE
paaH	FALSE	TRUE	FALSE
paaI	FALSE	TRUE	FALSE
paaJ	FALSE	TRUE	FALSE
paaK	FALSE	TRUE	FALSE
paaX	FALSE	TRUE	FALSE
paaY	FALSE	TRUE	FALSE
ynbG	TRUE	FALSE	FALSE
ydbA	FALSE	TRUE	FALSE
insD1	FALSE	TRUE	FALSE
insC1	FALSE	TRUE	FALSE
insI1	FALSE	TRUE	FALSE
ydbC	FALSE	TRUE	FALSE
ydbD	FALSE	TRUE	FALSE
ynbA	FALSE	TRUE	FALSE
ynbB	FALSE	TRUE	FALSE
ynbC	FALSE	TRUE	FALSE
ynbD	FALSE	TRUE	FALSE
azoR	FALSE	TRUE	FALSE
hrpA	FALSE	FALSE	TRUE
ydcF	FALSE	TRUE	FALSE
aldA	FALSE	TRUE	FALSE
gapC	FALSE	TRUE	FALSE
cybB	FALSE	TRUE	FALSE
ydcA	FALSE	TRUE	FALSE
hokB	FALSE	TRUE	FALSE
mokB	FALSE	TRUE	FALSE
trg	FALSE	TRUE	FALSE
ydcI	FALSE	TRUE	FALSE
ydcJ	FALSE	TRUE	FALSE
opgD	FALSE	TRUE	FALSE
ydcH	FALSE	FALSE	TRUE
rimL	FALSE	TRUE	FALSE
ydcK	FALSE	TRUE	FALSE
tehA	FALSE	TRUE	FALSE
tehB	FALSE	TRUE	FALSE
ydcL	FALSE	TRUE	FALSE
insP	FALSE	TRUE	FALSE
insQ	FALSE	TRUE	FALSE
ydcO	FALSE	TRUE	FALSE
ydcN	FALSE	FALSE	TRUE
ydcP	FALSE	TRUE	FALSE
yncJ	FALSE	TRUE	FALSE
hicA	FALSE	TRUE	FALSE
hicB	FALSE	FALSE	TRUE
ydcR	FALSE	TRUE	FALSE
ydcS	FALSE	TRUE	FALSE
ydcT	FALSE	TRUE	FALSE
ydcU	FALSE	TRUE	FALSE
ydcV	FALSE	TRUE	FALSE
patD	FALSE	TRUE	FALSE
yncL	FALSE	TRUE	FALSE
